ID,前文,題幹,選項1,選項2,選項3,選項4
2012537,"女：我這馬咧用的手機仔的費率足貴的呢！
男：你這馬一個月愛付偌濟錢？
女：1399箍
男：哪會遮懸？
女：無法度啦，走業務就愛定定講電話。
男：你敢無用咱公司的企業客戶方案？
女：彼是啥物？
男：就是對咱公司的專員去申請，干焦599箍，就佮你這馬1399箍的方案內容仝款。閣互相卡嘛攏免錢。
女：我毋知影這个方案。
男：兩個月前。彼陣我閣付違約金來解約，因為算算咧，嘛是公司的企業方案較ē-hô。
女：若按呢我嘛欲來解約。",根據對話，請問下面佗一个選項較符合查某所講的內容,伊感覺月納一千三百九十九箍足俗的,伊知影公司有企業客戶方案,伊拍算解約重新申請辦理,伊知影網內互相敲電話免錢
2022537,網路滿足人類的需要，滿足人類的向望佮想像，而且閣滿足購物的慾望。網路平台現此時咧推出「二四小時到貨」的服務欲來合消費者的意。消費者干焦需要輕輕仔揤一下鳥鼠，揤欲結數佮付款，商品就會當佇咧一工內隨送到厝，臨邊久交易就按呢輕鬆完成矣。,請問根據這段文章，下列何者正確？,消費者會當用網路隨賣出商品,消費者佇網路頂愛等二十四小時才會使結數,網路購物二四小時會到貨主要是透過電話的行銷來完成,網路購物平台為著欲增加銷售量推出快速到貨的服務
2032537,"查埔：你好！遮是陽光飯店，真歡喜會當為你服務。
查某：你好！我想欲問房間一暗偌濟錢？
查埔：好，阮遮房間一暗2400箍，上濟會使蹛兩个人。
查某：掛早頓？
查埔：著，掛早頓，嘛含稅金。
查某：連紲蹛四工有割引無？
查埔：愛連紲蹛一禮拜才有割引，減一割。
查某：好，請替我保留2019年4月初5到4月初9的房間，一間。
查埔：請問你是4月初9退房，抑是蹛到4月初9？
查某：4月初9退房
查埔：請予我你的大名佮連絡電話，房間阮會共你保留。請你佇3月30進前先付一成的訂金；假使欲取消嘛請佇3月30日進前通知阮。",請問下面描述啥物是正確？,訂房毋免留名佮連絡電話,對話中女生攏總蹛三个暗時,三月三十進前無付定金注文會hőng取消,會當佇四月初五進前取消注文
2042537,"男：你佗位無爽快？
女：我腹肚足疼，落屎落幾若擺。
男：當時開始的？
女：昨昏暗開始的。
男：胃腸有小可仔各樣，食寡藥仔就會使得，毋免注射。
女：敢佇遮領藥仔？
男：等一下出去了後斡倒手爿領藥仔。一工食三擺，一擺食兩粒，食飯進前食。一禮拜就會好矣。
女：真勞力。",請問關於對話當中查埔人的描述，佗一个正確,伊共開一寡藥仔,伊要求對話中的查某人注射,伊要求對話當中查某人出門了斡正手爿領藥仔,伊要求對話當中的查某人一禮拜後轉來回診
2052537,科技的進步，予咱人接觸音樂的方法變真多元，往過干焦電台、電視、唱片行，這馬有加真濟付費抑是免費的音樂來源，包含Youtube、Spotify、iTune等，愛唱歌的民眾抑是拄出道的歌手會用這寡媒體來得著關注。對一般民眾來講閣有可能得著正式出道的機會。親像鄧曉姍佇Youtube傳家己的翻唱影片，其中Mr.ABC《Allforyou》一禮拜內就有百萬改的點閱率，予伊突然間變甲有夠衝，落尾出道成做歌手。,佗一項會使形容鄧曉姍翻唱《Allforyou》了後的轉變？,無名聲,一時出現煞𥍉目就消失,一聲就衝起來,和過去仝款
2062537,蓋有名的建築家王大閎去美國學建築的時，對簡約主義的印象誠深。後來，佇伊的建築作品當中，常在展現出中國傳統的建築美學佮簡約主義的風格。譬如講伊佇臺北市建國南路的徛家，就是中西結合上好的代表。真罕見閣真拄好的是，佇東海大學貝聿銘主持設計的路思義教堂，嘛是樸實美學具體呈現的一个例。,請問根據文章，佗一項是正確的？,王大閎去美國學平面廣告設計,貝聿銘和王大閎的建築觀是天差地,王大閎的代表作品是東海大學的路思義教堂,王大閎和貝聿銘的建築觀攏是樸素帶媠
2072537,臺灣目前有十六个原住民族，𪜶有家己的語言佮歌謠，其中布農族的八部合音有予花蓮政府登記做文化資產，八部合音所唱的歌曲是祈禱小米豐收的歌，逐年11-12月中間佇小米掖種祭結束進前唱，透過歌曲向天神祈求賜福。八部合音的演唱規定是，演唱者一定愛是查埔的，人數是雙數，規條歌無歌詞綴旋律以「嗚」來和音，對四音階開始沓沓仔變成八个音階。,佗一个人數會使演唱八部合音?,七个人,十二个人,十五人,二十三人
2082537,泅水是真好的運動，對身心攏誠有利益，大家應該加來泅水。袂少人真驚泅水，實在足無彩。真濟人學泅水，定定卡佇咧換氣這關，甚至會使講，若學會曉換氣就學會曉泅水矣。換氣的祕訣，用水雞泅來講，是用鼻仔吐氣，用喙吸氣，啊規身軀攏愛放輕鬆，按呢講起來，放輕鬆才通學會曉泅水。,作者認為按怎會使講學會曉泅水矣？,學會曉姿勢。,學會曉換氣。,在人的。,會當泅二十公尺。
2092537,"查埔：你好！遮是陽光飯店，真歡喜會當為你服務。
查某：你好！我想欲問房間一暗偌濟錢？
查埔：好，阮遮房間一暗2400箍，上濟會使蹛兩个人。
查某：掛早頓？
查埔：著，掛早頓，嘛含稅金。
查某：連紲蹛四工有割引無？
查埔：愛連紲蹛一禮拜才有割引，減一割。
查某：好，請替我保留2019年4月初5到4月初9的房間，一間。
查埔：請問你是4月初9退房，抑是蹛到4月初9？
查某：4月初9退房
查埔：請予我你的大名佮連絡電話，房間阮會共你保留。請你佇3月30進前先付一成的訂金；假使欲取消嘛請佇3月30日進前通知阮。",請問下面的描述啥物是正確的？,連紲蹛兩工費用是九千六百箍,連紲蹛七工費用為一萬五千一百二十箍,厝價無包含早頓,一間房間上濟會當三个人蹛
2102537,"女：我這馬咧用的手機仔的費率足貴的呢！
男：你這馬一個月愛付偌濟錢？
女：1399箍
男：哪會遮懸？
女：無法度啦，走業務就愛定定講電話。
男：你敢無用咱公司的企業客戶方案？
女：彼是啥物？
男：就是對咱公司的專員去申請，干焦599箍，就佮你這馬1399箍的方案內容仝款。閣互相卡嘛攏免錢。
女：我毋知影這个方案。
男：兩個月前。彼陣我閣付違約金來解約，因為算算咧，嘛是公司的企業方案較ē-hô。
女：若按呢我嘛欲來解約。",根據對話，請問下面佗一个選項較符合查埔所講的內容,伊無感覺逐個月納一千三百九十九箍足貴的,伊無建議申請公司的企業客戶方案,伊目前逐月納五百九十九箍,伊兩個月前無繳違約金
2112537,"男：你後禮拜五下昏暗敢有閒？我彼工有鋼琴發表會，欲問你有意願來聽無？
女：我彼工愛去上班，七點才下班。你的發表會是幾點開始？
男：發表會的時間是六點到八點。妳下班了後才過來嘛無要緊，會當趁中場歇睏入場。
女：按呢就替我鬥留一个位，我會過去，順紲紮寡四秀仔佮飲料來予你。
男：多謝。",根據對話，請問這个查某後禮拜五欲做啥？,伊欲食火鍋。,伊欲看電影。,伊欲去看搖滾樂團的演出。,伊欲去做散工。
2122537,歌手王大明，宣布欲佇2019年巡迴演出了後告別歌壇。佇四十外冬的演唱生涯，捌發行真濟食市的國台語歌曲，包括商場收店時仔會放送的《宵夜曲》佮參李小杰合唱的《萬里之內》。他特別的表演風格嘛予人印象誠深，總是穿西裝上台，演唱的時面攑懸起來。王大明毋但歌唱了好，主持的功夫嘛是一等一，笑詼閣趣味真受觀眾佮意，伊的手足王亮，嘛是知名綜藝節目主持人。,王大明佮王光的關係是按啥物?,爸仔囝,朋友,兄弟,公孫仔
2132537,"A：阿利，你敢知影自相矛盾的故事？
B：我知，楚國有一个兼賣矛佮盾的生理人。某一工，伊佇市仔提盾咧喝賣，我這个盾牌，無人比伊閣較勇，無論是偌利的矛槍嘛揬袂過。停一睏，閣共矛提起來品講，我這矛槍啊，無人比伊閣較利，無論偌勇的盾牌，伊攏共揬過。
A：著啊，邊仔的人聽了，擋袂牢起愛笑，就共問講，照按呢講，若用你的矛槍來揬你的盾牌。結果會按怎？",請問頂面的故事會當歸納做下列佗一个成語？,杯酒戈矛,倒持戈矛,操矛入室,自相矛盾
2142537,"女：過年時仔的粿，囥入去冰箱了後就會變𠕇，提出來了後，用電鍋炊炊咧，就會變軟，毋過我無愛一直食這款炊粿，你咧？
男：我嘛無愛食彼款炊粿。我會記得阮母仔會共粿切做長長一條，滒粉，下落去油鼎仔糋，我細漢時仔真愛食糋粿。
女：聽你按呢講，我想著阮母仔嘛會做糋粿，毋過伊是共粿用扁食皮包起來，才下落去糋。糋起來的粿外表酥酥內底軟軟，不止仔好食。
男：毋過這馬我愛控制體重，糋粿熱量較懸，敢有其他的料理方式。
女：會使用煎的，熱量就袂遐懸。無就共粿佮蕃薯煮做甜湯。
男：這个我佮意，你敢知蕃薯是我上佮意的。",查埔的落尾希望查某的按怎料理甜粿？,用油煎,囥電鍋炊,煮甜湯,糊麵粉糊仔落去糋
2152537,我一个人佇鵝鼻鼻濱海步道行跤花，誠有情調，毋過四界無人，礁石茂林，幽深惦靜，嘛感覺寂寞。閣再想著，猶有幾个人像我按呢，會用到這款異境，觀這款媠景咧？家己應當愛好好仔把握這旅行的時間。突然聽見hòng-hòng叫的mòo-tah聲，原來是兩隻漁船駛過，閣感覺這時曷無寂寞。,作者到佗位𨑨迌？,天堂,富貴角,鵝鑾鼻,鼻頭角
2162537,"查埔：你好！遮會使為你服務。
查某：你好！我想欲申請新門號。
查埔：請問你上網佮講電話的需求，佗一個較懸？
查某：我平常時攏用line講電話。
查埔：若按呢我推薦你辦網路食甲飽，這馬一個月只要納499箍，就會使網路食甲飽矣。
查某：阮朋友講網路食甲飽干焦愛299箍，那會佮你講的無仝款。
查埔：彼是佗一種方案咧？抑是你的朋友佇佗位做工課？
查某：伊是陽光公司的員工，伊講伊網路食甲飽只要299箍。
查埔：彼應該是企業用戶專案。愛透過陽光公司的專員才會使辦理。
查某：你按呢袂使直接辦理？我人攏來門市矣。
查埔：歹勢啦，企業用戶專案一定愛予專人辦理，一般的門市是袂使辦的。",下面的描述佗一个正確？,對話內底的查某人想欲辦499網路食甲飽的新門號,對話內底的查某人想欲辦299網路食甲飽的新門號,對話內底的查埔人想欲辦299網路食甲飽的新門號,對話內底的查埔人想欲辦499網路食甲飽的新門號
2172537,"大同：我看比基尼登山客分享的相片攏誠壯觀，我嘛開始想欲去爬玉山矣。思琪，妳敢捌爬過玉山？
思琪：有啊！舊年捌佮爸爸鬥陣去。阮閣佇山頂紮營，等欲看日出，日出美景予人真難忘。
大同：思琪，你敢知影？「玉山」嘛是美術界一个真重要的人名。
思琪：是啥人？
大同：伊就是「台展三少年」之一－－林玉山。伊這世人捌畫過袂少知名的作品，佇彼時的台灣畫壇是真出名。
思琪：有夠厲害！他捌畫啥物款畫咧？
大同：伊用水牛做主角，畫出象代表台灣人堅強耐勞，溫和誠懇、性命力滿滿的內在性格。
思琪：你敢知影伊的畫號做啥物名？
大同：譬論講：双牛圖、大南門、猛虎圖、蓮池、嘉義街外，大概仔有上百件作品！毋知影博物館當時會展出咧？
",請問「林玉山」是啥物身份？,思琪的爸爸,登山客,畫家,飼牛的人
2182537,逐擺坐火車轉去厝的時陣，若是到食飯時間，我就會買一个鐵路便當來止枵。上四常的台鐵鐵路便當有六十箍的排骨便當，內底有白飯、排骨、炒鹹菜、醬瓜、滷卵、滷豆皮；八十箍的排骨便當有加青菜佮thia̋n-pú-lah；一百箍的排骨便當是共白飯換做菜飯。台鐵閣提供八十箍的素食便當，主菜對排骨變做素排抑是素雞。這幾種便當我攏食過，上合我的味的是六十箍便當的滷豆皮，又閣軟又閣夠味，有夠好食。一百箍的菜飯對我來講傷油矣。素便當的素排抑是素雞本來就毋是我佮意的菜色，若會使換做青菜，應當會閣較合我的口味。,根據這段文章，台鐵的排骨便當有幾種價數?,一種,兩種,三種,四種
2192537,請聽下跤這段新聞報導，來回答問題。昨昏下晡發生一件啉酒駛車煞發生意外的案件。根據調查，肇事的駕駛佇啉酒了後，駛車轉去厝的路裡，因為無注意著頭前當咧等紅燈的車輛，煞佮頭前的車挵做伙，造成後車斗嚴重毀損。因為hőng挵著的車是一台進口的名車，車主向肇事的駕駛討一條袂少的修理費用。肇事的駕駛著愛付出真大筆的賠償金，損失傷重。所以講駛車無啉酒，啉酒莫駛車，注意交通安全是蓋重要。,請問這位肇事駕駛上尾著愛做啥物代誌？,伊著愛向挵著的車主會失禮,著愛付足濟錢予對方,定著愛啉酒了後莫駛車,定著閣較愛去注意交通安全
2202537,這馬罐仔裝的飲料足普遍，超級市場、便利商店四界就買有柳丁汁、果菜汁等等。細漢的時陣上愛啉的就是阿爸親手做的菝仔汁，厝裡的門口埕有種一欉菝仔樹，樹頂結菝仔結甲滇滇滇的時陣，除了挽落來食以外，阿爸佇假日仔會揀較黃的菝仔，切予細細塊，和糖水做伙囥入去果汁機內底攪汁，才佮過濾，菝仔的芳味、甜度，閣加上糖水的甜味，按呢的菝仔汁是阮上愛的飲料。,作者的阿爸對佗位提著菝仔汁的主要材料？,便利商店,超級市場,家己厝的門口埕,朋友厝的門口埕
